,tweets
619,"[""RT @oibrisa: Eduardo Costa chora em live, faz elogios a Michelle Bolsonaro e causa polêmica: 'que mulher, meu Deus' https://t.co/uKtYjJaPkV""]"
620,"['@AdalbertoSalle4 @CarlosBolsonaro Se tivesse com Haddad já estava pior que a Venezuela,mas se Bolsonaro fosse ditad… https://t.co/6QFb3hwoJV']"
621,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶']"
622,['RT @carlosjordy: O indivíduo que grava por 15 meses conversas com um aliado bom sujeito não é. Ainda bem que o Presidente Bolsonaro é uma p…']
623,"['RT @vivacqua: Tá, mas quem a gente coloca montado no Bolsonaro?']"
624,"['RT @oiIuiz: STF mandou Bolsonaro e Ernesto suspenderem a expulsão de diplomatas venezuelanos a pedido do deputado Paulo Pimenta, do PT.\n\n""E…']"
625,['RT @DCM_online: Gilmar diz que Moro vazou delação de Palocci para favorecer Bolsonaro https://t.co/1RDntGa6R7']
626,"['RT @dalebolsonaro: Patriotas em Brasília “recado ao STF, tentem a sorte de com uma canetada covarde fazer algo com o Bolsonaro” #STFInimigo…']"
627,['RT @folha: Barroso suspende ordem do governo Bolsonaro de expulsão de diplomatas venezuelanos https://t.co/DVF2efkNf8']
628,['RT @erikakokay: URGENTE \n\nSTF suspende expulsão de diplomatas venezuelanos do Brasil. Decisão de Barroso determinou prazo de 10 dias para q…']
629,"['RT @PATRlOTAS: Moro entregou para PF conversas não só com Bolsonaro, também entregou conversas que teve com ministros do governo. O Judas t…']"
630,"['RT @PATRlOTAS: Moro entregou para PF conversas não só com Bolsonaro, também entregou conversas que teve com ministros do governo. O Judas t…']"
631,"['Que vergonha, que decepção, que Deus tenha Misericórdia do povo brasileiro nas mãos desses políticos.']"
632,"['RT @50ChicoAlencar: Terminou o depoimento do Moro. Se tinha tanto o q dizer - quase 7 horas! -, com mais provas q convicções, Bolsonaro est…']"
633,['RT @MarceloFreixo: A fórmula de Bolsonaro é essa: intervenção na PF para salvar os filhos da cadeia e loteamento de cargos para o centrão p…']
634,['RT @lucasmafaldo: Tenho uma forte impressão que foram ligações parecidas com a que Dória fez para Guedes que convenceram Moro a sair -- e n…']
635,"['@MarleneFFL @bonnieximena Mataram 11 pessoas para evitar o uso da hidroxicloroquina, taxar Bolsonaro de genocida e… https://t.co/vAbF1ZKcTO']"
636,['RT @Haddad_Fernando: Moro não sabe se delata Bolsonaro para não se incriminar: a prova de que a terra é redonda! https://t.co/MMS9usDcEV']
637,['RT @maurofagundess: Sérgio Moro Catalogou 15 meses de conversa com Bolsonaro.\nAinda acreditam que ele não faz parte de um plano?']
638,"['RT @FlavioDino: Não considero que Moro traiu Bolsonaro. Este só é presidente graças a Moro, que prendeu Lula ilegalmente. Agora, se Moro nã…']"
639,['RT @BasedPoland: Brazilian patriots and #Bolsonaro supporters are protesting in front of the Supreme Court building #STFVergonhaInternacion…']
640,"['@AlbuquerqueDavy @leandroruschel Passou a ser premeditado qdo o Bolsonaro, vendo que o Moro era progressista, recuo… https://t.co/RqyOLoOCdg']"
641,"['RT @NPTO: Os debates da GloboNews foram bons mas bateu aquela depressão de saber que qualquer um entre Ciro, Haddad e Amoedo teria sido inc…']"
642,['RT @DeputadoFederal: STF acata pedido de Paulo Pimenta e impõe derrota a Bolsonaro mantendo diplomatas venezuelanos no País https://t.co/lX…']
643,"['RT @jandira_feghali: O povo NÃO aceita exclusão de tratamento, nem ser tratado como se estivesse em campos de concentração!!!! Exigimos med…']"
644,['RT @dinotv: Michelzinho Temmer &gt;&gt;&gt;&gt;&gt;&gt; Renan Bolsonaro https://t.co/PqKAJlblSm']
645,['RT @PartidoPSUV: Jorge Arreaza: Asociación de Juristas de Brasil repudian la postura de Bolsonaro contra Venezuela https://t.co/uJ5vDFqYJ0…']
646,"['Salvem essa pérola rara pra 2022, pls. #CiroNaGloboNews']"
647,"['RT @TheInterceptBr: Hoje, @SF_Moro depõe em investigação contra Bolsonaro. Lembramos que o ex-juiz foi o ministro da Justiça que mais abriu…']"
648,['RT @maurofagundess: Sérgio Moro Catalogou 15 meses de conversa com Bolsonaro.\nAinda acreditam que ele não faz parte de um plano?']
649,"['Eu divulgo por ela, pera (EU DESCOBRI POR ESSA SÉRIE QUE NASCI NO PAÍS ERRADO! BOLSONARO NÃO É MEU PRESIDENTE, tcha… https://t.co/csxizGZWZr']"
650,['#MoroCavaloDeTróia']
651,"['@DCM_online 😂😂😂😂😂😂😂😂 pobre Bolsonaro está sendo rejeitado pelas suas mães, 😂😂😂😂😂😂😂😂😂😂😂😂😂.']"
652,['RT @demori: “Supostas mensagens.” zzzzz']
653,['RT @FaniaRodrigues: #UltimaHora El Superior Tribunal de Federal de Brasil suspendió la expulsión de los diplomáticos venezolanos dictada po…']
654,"['#OrePorBolsonaro quem aguenta esses ministros, turma do PT?']"
655,['RT @leandroruschel: Só com golpe para derrubar.\n\nhttps://t.co/5oh8xhSKMH']
656,['RT @veramagalhaes: Será que Moro está entregando até o resultado do exame de covid do Bolsonaro e a localização do Queiroz? Já são sete hor…']
657,['RT @carteiroreaca: O sertanejo é Bolsonaro! Gino e Geno fazendo sua live e mandando seu apoio ao Presidente! Quem tiver o vídeo aí me manda…']
658,"['RT @PATRlOTAS: Moro entregou para PF conversas não só com Bolsonaro, também entregou conversas que teve com ministros do governo. O Judas t…']"
659,"['RT @Marcelo19827278: Passou seis anos investigando Lula para, no fim da carreira, apresentar provas contra Bolsonaro.\nFina ironia.']"
660,['@marciolabre @jairbolsonaro #ForaMaia\n#NaoVoteNoDem\n#PtLadrao\n#FechadoComBolsonaro\n#GloboLixo\n#MaiaTemQueSair… https://t.co/KcRMNOIjSb']
661,"['RT @_SaraWinter: Não foi Sérgio Moro, não foi João Doria, não foi Wilson Witzel, foi Jair Bolsonaro que foi eleito com 57.796.986 votos par…']"
662,['RT @Helo_Caum: o ciro gomes: eu to aprendendo a ser mais moderado\n\no ciro gomes 3 segundos depois: pq quem ta promovendo a morte no brasil…']
663,['STF. https://t.co/wvInOOsH8a https://t.co/cbxTq6XBUo']
664,['RT @brasil247: Moro detalha à PF acusações contra Bolsonaro em depoimento de 8 horas https://t.co/MBuNBlYWJt']
665,"['@GPronaldo13 Boa noite @GPronaldo13 ! Enquanto Bolsonaro se preocupa em respeitar a constituição,eles,o STF e o res… https://t.co/23X5afos4L']"
666,"['RT @SilvinoRosana: @Jouberth19 Agora, orando por Bolsonaro! \n#OrePorBolsonaro']"
667,"['@criticanac @BolsonaroSP ENTÃO O MORRO USOU UM BANDIDO CORRUPTO E ESQUECEU DO RESTO DAS RATAZANAS, ELE ACHOU QUE ER… https://t.co/nvO2bV9Aym']"
668,['A cara nem treme']
669,"['RT @Damadeferroofic: Se o Jair Bolsonaro se vendeu para o ""Sistema"", porque o ""Sistema"" continua fazendo de tudo para derruba-lo?']"
670,"['RT @PastorMalafaia: VAMOS VER SE VOU ACERTAR ! Amanhã a Globo no Fantastico , dando espaço para Moro atacar Bolsonaro . Será que vou acerta…']"
671,"['RT @mariajulia512: @FranciscoPaler @ricardope Sem luz é Bolsonaro.  E não é nem poste, é uma porteira.']"
672,['RT @BasedPoland: Brazilian patriots and #Bolsonaro supporters are protesting in front of the Supreme Court building #STFVergonhaInternacion…']
673,"['RT @mesmaaltura: Renan Bolsonaro e Fidel Castro \n1,90m https://t.co/dRJyyfqo08']"
674,['RT @bolsotroopers: Testemunho de um Brigadeiro sobre o caráter do nosso Presidente Bolsonaro @jairbolsonaro \n#OrePorBolsonaro e pelo nosso…']
675,"['RT @BasedPoland: Brazilian &amp;Polish Supreme Court are similar\n\n1 If they can help communists, they do it\n\n2 When the democratically elected…']"
676,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶']"
677,['RT @BrazilFight: URGENTE - STF NÃO DEIXA BOLSONARO GOVERNAR\nLuís Roberto Barroso suspendeu neste sábado a expulsão de funcionários da embai…']
678,['RT @CeliaCa65828426: Tem um Jabuti enorme e deve ser no SUPREMO PODER? NO JUDICIARIO? O caldo vai engrossar !!!!']
679,"['@Biakicis Crime é continuar apoiando este enganador do Bolsonaro. Todo trabalho investigativo requer tempo, e isso… https://t.co/hWsk9oWuIn']"
680,"['@joicehasselmann @cirogomes @jairbolsonaro Vem cá, e você não sabia que o Bolsonaro era isso?']"
681,"['RT @PastorMalafaia: O MAQUIAVELISMO DE MORO ! Pensou que iria destruir o governo Bolsonaro, sair de maneira triunfal . Como diz a Bíblia Pv…']"
682,"['@joaoamoedonovo ..MORO  ARMOU  TUDO,   DESDE   OS  PROCESSOS  DE LULA..É  UM PSICOPATA  PERIGOSO.\nhttps://t.co/oSqUdzjVg1']"
683,"['RT @ElPresto2Ok: A los pelotudos de los medios nacionales: ¿Y si en lugar de pegarle a Trump o Bolsonaro, se dedican a pegarle a este gobie…']"
684,"[""RT @oibrisa: Eduardo Costa chora em live, faz elogios a Michelle Bolsonaro e causa polêmica: 'que mulher, meu Deus' https://t.co/uKtYjJaPkV""]"
685,['@BrazilFight Sempre com Bolsonaro']
686,['RT @JuhZanca: Moro: Bolsonaro nunca priorizou a corrupção\n\nBolsonaro tem crime de corrupção no seu governo?\n\nNão!!\n\nPode vir quentes que es…']
687,['@vandoroque @cenewa @SF_Moro @jairbolsonaro Nessa época Bolsonaro já estava querendo usar a PF em benefício da famí… https://t.co/ODS7urRRNC']
688,"['RT @oiIuiz: STF mandou Bolsonaro e Ernesto suspenderem a expulsão de diplomatas venezuelanos a pedido do deputado Paulo Pimenta, do PT.\n\n""E…']"
689,"['RT @mesmaaltura: Renan Bolsonaro e Fidel Castro \n1,90m https://t.co/dRJyyfqo08']"
690,['RT @xet_us: Bolsonaro era um impostor. https://t.co/G5jjIHv3kJ']
691,['RT @guimaraes13PT: Esse foi o time que articulou a eleição de Bolsonaro. Eles deveriam pedir desculpas ao povo brasileiro. #ForaBolsonaroUr…']
692,"['RT @Desesquerdizada: Admar Gonzaga, advogado do ""Aliança pelo Brasil"" de Bolsonaro, advogava para a chapa Dilma-Temer.\nEm 2017, como minist…']"
693,['@Entre_X_Linhas Sim.  O Bolsonaro formou uma base sólida com o centrão agora. Espere os cargos sairem no DOU. Infel… https://t.co/k8BkYUt81l']
694,['RT @felipeneto: Filho da puta bandido desgraçado']
695,"['RT @PastorMalafaia: MAIS UMA USURPAÇÃO DO STF ! Em qualquer lugar do mundo democrático , é prerrogativa do executivo determinar a expulsão…']"
696,"['Se fosse obrigado:\nFaca na garganta..\nChoque no saco..\nCecetete no cu..\nOptar entre bolsonaro e Moro, optaria pelo… https://t.co/DkOn4wyR0T']"
697,['RT @AttuchLeonardo: Que picareta']
698,['Eles que se matem!!']
699,['RT @GLCampos_: O STF censura DE NOVO atos do presidente da república. Agora foi o Barroso que decidiu suspender a expulsão de espiões de um…']
700,['RT @fdbedout: Brasil reporta este sábado  4.970 casos nuevos de Coronavirus y 421 muertes. Se acerca a los 100.000 mil casos. El efecto ya…']
701,"['@biazitagomes Atualmente quero mesmo que o Bolsonaro tome no cu, mas sinceramente você não tem vergonha de falar is… https://t.co/Ksh6vpf16E']"
702,['O Bolsonaro foi fazer deboche com o dinheiro do contribuinte!']
703,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶 https://t.co/zB9SYU0u6d']"
704,"['RT @conexaopolitica: Bolsonaro lidera corrida para eleições de 2022 em todos os cenários, diz pesquisa https://t.co/54c3EZuBDR']"
705,['RT @BasedPoland: Brazilian patriots and #Bolsonaro supporters are protesting in front of the Supreme Court building #STFVergonhaInternacion…']
706,"[""RT @brunnosarttori: O @joaoamoedonovo acabou de falar na Globo News que o seu partido nunca defendeu o 'Estado mínimo'. Só resta ele dizer…""]"
707,['RT @RenovaMidia: O presidente Jair Bolsonaro destacou que deputado que entrou com pedido no STF é um “ferrenho defensor do regime Chávez/Ma…']
708,"['RT @pastordri: O Golpe contra o PR Bolsonaro está em ANDAMENTO , você está pronto(a) para regir caso tentem derrubá-lo ? @jairbolsonaro\n\n d…']"
709,"['RT @PoliticosH: @FimDoComunismo @cwfernandes Esses ministros precisam cair ! Nos não os elegemos ,nosso presidente é Bolsonaro, ministros d…']"
710,['RT @victorcamejo: Eu acho que vai chegar a hora que a gente vai parar de contar os crimes do Bolsonaro por unidade e começar a contar à gra…']
711,"['RT @cristinaarfrei1: @UOLNoticias Bolsonaro já sonha alto hein? A meta era 30 mil, agora já é 1 milhão?']"
712,['RT @BohnGass: Ué?\nNão vazou o depoimento do Moro contra o Bolsonaro?Huuum... essa Polícia Federal não é mais a mesma da Lava Jato. Naquela…']
713,['RT @realpfigueiredo: Se nas pesquisas está assim... Imagina na vida real...\n\nhttps://t.co/SUAfCgqJfm']
714,['RT @bibonunes1: Por que os opositores de Bolsonaro não saem na rua como ele?\nDizem que Bolsonaro não tem popularidade.\nQueria ver o Moro ci…']
715,['@PedroMa00852215 Mas quem está hoje herdou um sistema de saúde subdimensionado por décadas né.\n\nNa maior crise sani… https://t.co/XYLJWqxDqJ']
716,['RT @marxlboro: imagina vc ser a combinação das duas coisas mais insuportáveis do mundo\n\nestudante de direito E filho do bolsonaro https://t…']
717,['#OrePorBolsonaro \nQue Deus proteja nosso presidente e o Brasil inteiro!']
718,['RT @celianegadelha_: Toma! 😂😂 #CiroNaGloboNews']
719,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶']"
720,['RT @goulart_lenita: Lula não saí na rua com medo do povo.\nDilma não saí na rua com medo do povo.\nDória não saí na rua com medo do povo.\nWit…']
721,['RT @allan_frutuozo: Barroso acaba de suspender a decisão do governo Bolsonaro de expulsar 34 diplomatas venezuelanos ligados ao narcoterror…']
722,"['RT @carlosjordy: Você deve desculpas sim, mas aos eleitores que o elegeram por você ter se agarrado nas bolas do Flávio Bolsonaro. Você com…']"
723,"['RT @Oliver_talk: Desde o momento que Bolsonaro começou a esculachar Rodrigo Maia em praça pública, o presidente tem mostrado uma confiança…']"
724,['RT @FernandoCsarGo7: @zehdeabreu https://t.co/aq0Kyajt9Z']
725,['RT @sidartareis: Moro apresenta novas provas e reafirma acusações a Bolsonaro em depoimento na PF https://t.co/udcvnYQon4']
726,"[""RT @bruceecurb: People's Front of Judea clash with the Judean People's Front in Curitiba https://t.co/9GM6DtqX0e""]"
727,['RT @PATRlOTAS: Bolsonaro ajuda a fazer propaganda de loja. https://t.co/MlxyHUW889']
728,"['RT @MundoEConflicto: AHORA: El ex ministro de Justicia Sérgio Moro declaró durante más de seis horas en Curitiba, Brasil y entregó 15 meses…']"
729,['RT @bolsotroopers: Testemunho de um Brigadeiro sobre o caráter do nosso Presidente Bolsonaro @jairbolsonaro \n#OrePorBolsonaro e pelo nosso…']
730,['RT @taoquei1: Aparentemente Moro pegou toda a conversa que teve com o presidente durante todo seu tempo como ministro e catalogou. Essa é a…']
731,"['RT @filipetrielli: Porra, se tem uma coisa que o cara que votou no Bolsonaro sabia (e queria!) era que ele expulsaria cúmplice de ditador V…']"
732,['RT @JurandirBraga1: Brasília continua na rua agora! É o povo de Bolsonaro que não está mais aguentando tanta corrupção. https://t.co/d1sov8…']
733,['RT @JoselitoMuller3: Então começa mandando o @CarlosBolsonaro capinar um terreno baldio aí de meio dia']
734,"['RT @PATRlOTAS: Moro entregou para PF conversas não só com Bolsonaro, também entregou conversas que teve com ministros do governo. O Judas t…']"
735,['RT @prisonlbreakl: eu sou a favor das pessoa naturalizar o chorar \n\nnao precisa vim com espanto  tipo MEU DEUS PQ VC TA CHORANO?????????\n\na…']
736,['RT @OIKCRL: queria fuder c vc igual o bolsonaro ta fudendo com o país']
737,"['RT @PATRlOTAS: Bolsonaro lidera corrida para eleições de 2022 em todos os cenários, diz pesquisa. Via:@gazeta_brasil \nhttps://t.co/G15BW4f8…']"
738,['Ciro é meu espírito animal']
739,['RT @bolsotroopers: Testemunho de um Brigadeiro sobre o caráter do nosso Presidente Bolsonaro @jairbolsonaro \n#OrePorBolsonaro e pelo nosso…']
740,"['@naoestou_avenda O Governo do Bolsonaro não acabou com o depoimento do Moro, acabou desde a indicação do Rodrigo Ma… https://t.co/1rDT5ZzLb6']"
741,"['RT @DamaresAlves: Chegamos a maio sem um milhão de mortos (claro que estamos tristes com + seis mil pessoas que perdemos), sem povos indíge…']"
742,['Depois da quarentena os requisitos pra me namorar vão ser:\n\n- Não ter furado a quarentena \n- Não ter votado no Bolsonaro']
743,['RT @allan_frutuozo: Barroso acaba de suspender a decisão do governo Bolsonaro de expulsar 34 diplomatas venezuelanos ligados ao narcoterror…']
744,"['RT @5zt1nm6mMokyh99: Fiz  campanha pro Bolsonaro,  briguei cm amigos, parentes e até cm mha filha, brigo até hj, pra vir um bando de corrup…']"
745,['RT @allan_frutuozo: Barroso acaba de suspender a decisão do governo Bolsonaro de expulsar 34 diplomatas venezuelanos ligados ao narcoterror…']
746,['RT @o_antagonista: Moro apresenta novas provas e reafirma acusações a Bolsonaro em depoimento na PF https://t.co/aXOm9JaO0A']
747,"['RT @taoquei1: "" Nos vamo invadir sua praia...""🎶']"
748,['RT @Cioliveira10: @Vitor20964622 @allantercalivre @levydourado2 Método verdevaldo pra desgastar o presidente. Daqui a pouco Bolsonaro tá se…']
749,['RT @blogdojefferson: Um juiz decretou lockdown em São Luís e municípios do Maranhão. Uma juíza exige que Bolsonaro exponha seu exame médico…']
750,"['RT @reportersalles: Moro está prestando depoimento há 7 horas. A demora deve ser pelo jeito que ele fala: ""Bom, eeeeeeeeeeeeeeer, eu fui um…']"
751,['RT @allan_frutuozo: Barroso acaba de suspender a decisão do governo Bolsonaro de expulsar 34 diplomatas venezuelanos ligados ao narcoterror…']
752,"['RT @rosa_riscala: BDM Online [02.05.20 22:58]\n++ATENÇÃO: Terminou o depoimento de Moro na PF de Curitiba, após mais de 8 horas\n\n++Repórter…']"
753,['RT @woliveira_real: Está rolando uma campanha de apoio ao presidente onde pedem para mudar a imagem do perfil para a foto do Bolsonaro.\n\nO…']
754,"['RT @_SaraWinter: Não foi Sérgio Moro, não foi João Doria, não foi Wilson Witzel, foi Jair Bolsonaro que foi eleito com 57.796.986 votos par…']"
755,"['RT @JornalBSM: ""Ninguém vai fazer nada ao arrepio da constituição, fiquem tranquilos! Ninguém vai querer dar um golpe em cima de mim, não"",…']"
756,['@criticanac @BolsonaroSP #FechadoComBolsonaro \n#DireitaRaizÉBolsonaro\n#TodosPorBolsonaro \n#GolpeDeEstado \n#DitaduradaToga']
757,['RT @malumello16: Como eu avisei. Já estão costurando a anulação dos julgamentos do Moro para sobretudo livrar o Lula e ele poder ser candid…']
758,"['RT @BlogdoNoblat: O impeachment de Dilma fez parte do processo democrático, diz o deputado Vitor Hugo, líder do governo na Câmara. Mas o de…']"
759,['@miriamleitao @cirogomes @joaoamoedonovo @GloboNews Foi no seu nível... Ciro falar: “seleção brasileira não está da… https://t.co/1LBPjbQ1fO']
760,"['RT @reportersalles: Moro está prestando depoimento há 7 horas. A demora deve ser pelo jeito que ele fala: ""Bom, eeeeeeeeeeeeeeer, eu fui um…']"
761,"['RT @Boscardin: “Mensagens, áudios e e-mails”. É. Acho que é questão de tempo. https://t.co/BCsFT1qDKs']"
762,['20 COISAS QUE BOLSONARO PODE FAZER SOBRE AS MORTES POR COVID-19 https://t.co/IThlz7IGtP via @YouTube']
763,"['RT @carmelonetobr: Divulgaram que o Moro gravou o presidente Bolsonaro por 15 meses. Se isso realmente for verdade, é sem dúvida uma das ma…']"
764,"['RT @oiIuiz: STF mandou Bolsonaro e Ernesto suspenderem a expulsão de diplomatas venezuelanos a pedido do deputado Paulo Pimenta, do PT.\n\n""E…']"
765,['RT @reportersalles: STF anula ato de Bolsonaro que determinava expulsão de 34 diplomatas venezuelanos do Brasil.\nO ministro Luís Roberto Ba…']
766,['@HaddadDebochado POR MIN QUE SE FODA ! \n\nBOLSONARO E MORO QUE VÃO PRA PUTA QUE PARIU.\n\nSÓ QUERIA QUE O BOZO FOSSE ANTES']
767,['@jairbolsonaro te amo Bolsonaro']
768,['eu tento entender o ponto dos caras mas quando nao é um abobalhado querendo criticar o bolsonaro pra sinalizar virt… https://t.co/UXh6RUGuFh']
769,"[""RT @allantercalivre: 🚨 URGENT: The Brazilian Supreme Court just overturned Bolsonaro's decision and returned the Venezuelan Embassy to the…""]"
770,"['A Tay é tão bonita quanto racista pegando fogo, homofóbico apanhando, Air force comprado a vista, o Bolsonaro saind… https://t.co/rmf4uSjs7T']"
771,['RT @RaquelStasiaki: A desembargadora Mônica Nobre do TRF3 atendeu ao recurso do AGU e desobrigou Bolsonaro de entregar o exame para Covid-1…']
772,['RT @Dom_Andolini: Presidente Bolsonaro foi grampeado por 15 meses! O herói era de papelão!']
773,"['RT @jornalnacional: O presidente Jair Bolsonaro mais uma vez, provocou aglomerações, contrariando as orientações da Organização Mundial da…']"
774,"['RT @GuerreroCuba: Arrecian las protestas en #Brasil para un cada vez más controvertido Bolsonaro, al que varios gobernadores han dejado de…']"
775,['@1984Calados @DonRonaldo91_MX @PATRlOTAS Eu sei. E o que eu disse não vai contra esse fato. O Moro está apresentand… https://t.co/zmYfTemBSb']
776,['Paraná Pesquisas: Bolsonaro lidera corrida eleitoral para 2022; veja os números\n\nhttps://t.co/zCTMuI1xiY']
777,['MoURaO DErrUBe O BoLSoNarO 🤪']
778,"['@naoestou_avenda Peça apoio na cadeia BANDIDO, aqui é Bolsonaro 👊🇧🇷']"
779,['RT @bolsotroopers: Testemunho de um Brigadeiro sobre o caráter do nosso Presidente Bolsonaro @jairbolsonaro \n#OrePorBolsonaro e pelo nosso…']
780,['@SF_Moro Judas ISCARIOTES!!']
781,"['Como classificar o @SF_Moro , uma vergonha depois de todo o show da lava jato']"
782,['RT @blogdojefferson: Celso de Mello exigiu que Moro apresentasse de imediato as provas que diz ter contra Bolsonaro. A juíza federal deu 48…']
783,['Moro enganou a todos \n#GolpeDeEstado']
784,['RT @BasedPoland: Brazilian patriots and #Bolsonaro supporters are protesting in front of the Supreme Court building #STFVergonhaInternacion…']
785,"['RT @bernardopkuster: STF suspende mais uma ação do Gov, a expulsão de funcionários da Embaixada da Venezuela em Brasília e consulados pelo…']"
786,"['RT @ClioAlves17: @claudioedantas #FechadoComBolsonaroAte2026 \n#MoroTraidor \n#MaiaTemQueCair \nBolsonaro, não somos mais Seus Eleitores. Agor…']"
787,"['RT @carmelonetobr: Divulgaram que o Moro gravou o presidente Bolsonaro por 15 meses. Se isso realmente for verdade, é sem dúvida uma das ma…']"
788,"['RT @Boscardin: “Mensagens, áudios e e-mails”. É. Acho que é questão de tempo.']"
789,['RT @165b319c7b91483: Bem isso ...']
790,['RT @RosePedrico: sf_moro Foi pilantra. Infiltrado no Governo por 15 meses e ter o mérito de o Léo Dias da República. Que decadência #morotr…']
791,"['RT @wilsonwitzel: Todo dia acordamos com esse pesadelo matinal que é a aparição do presidente Jair Bolsonaro diante da imprensa, em Brasíli…']"
792,"['RT @reportersalles: Moro está prestando depoimento há 7 horas. A demora deve ser pelo jeito que ele fala: ""Bom, eeeeeeeeeeeeeeer, eu fui um…']"
793,['RT @direitafisio1: Bora votar? https://t.co/7uT5ZpYY6g via @ImprensaGlobal']
794,"[""RT @allantercalivre: 🚨 URGENT: The Brazilian Supreme Court just overturned Bolsonaro's decision and returned the Venezuelan Embassy to the…""]"
795,"['RT @davidmagalhaes: Vale lembrar a excelente matéria escrita por @jpcharleaux, que teve acesso à tese que Ernesto escreveu no CAE do MRE, e…']"
796,['RT @iamsofiapicotte: parece ironia querer ter saúde mental no século da ansiedade pandemia mortes governo bolsonaro isolamento social &amp; ead']
797,['RT @xet_us: Bolsonaro era um impostor. https://t.co/G5jjIHv3kJ']
798,"['RT @pastordri: O Golpe contra o PR Bolsonaro está em ANDAMENTO , você está pronto(a) para regir caso tentem derrubá-lo ? @jairbolsonaro\n\n d…']"
799,"['RT @mesmaaltura: Jair Bolsonaro e Jeffrey Dahmer\n1,85m https://t.co/Ak2f2WRbbG']"
800,"['RT @FlavioDino: Não considero que Moro traiu Bolsonaro. Este só é presidente graças a Moro, que prendeu Lula ilegalmente. Agora, se Moro nã…']"
801,['devo ter empatia ou mando logo ir da uma mamada no bolsonaro? difícil em']
802,['RT @randolfeap: O Brasil chegou a 6.750 mortes e 96.559 casos confirmados de covid-19. Foram 421 mortes nas últimas 24h. Nossa solidariedad…']
803,['@Rosngel29671122 @sergiodireita1 @ruthss13 Moro traiu Bolsonaro por ter traído o Brasil? \n\n#BerranteTocando']
804,['RT @juce_m3817: Passando pra avisar que \nJair Bolsonaro é o meu herói! ♥️\n\nÓtima noite a todos!']
805,"['RT @eGabrielAlves: Segundo jornalistas, Sérgio Moro entregou à PF 15 meses de conversas com Bolsonaro. Porém, se confirmado, o mesmo entra…']"
806,['RT @uhgrood: eu só não entendo porque o bolsonaro simplesmente não da os exames fi??? se ele diz q não ta com o negócio??? velho doente']
807,['RT @alcysio: Lembra a foto chocante das valas abertas? pois já estão preenchidas. https://t.co/XNRSwQxcDQ']
808,['RT @Nakamoto_II: @leandroruschel Pesquisa com mais de 2 anos de Antecedencia psrs testar Intenção de Voto é de uma perversidade trementae c…']
809,['RT @CarlosZarattini: A briga entre os traidores da Pátria Moro e Bolsonaro interessa e muito ao Brasil. Precisamos desmascarar esses dois q…']
810,"['Mas, os gados somos nós!\nO irresponsável é Bolsonaro!\n#TodosComBolsonaro \n#GolpeDeEstadoNao \n#MoroMentiroso']"
811,['Presidente @jairbolsonaro por favor!?\n#FechadoComBolsonaroAte2026']
812,"['RT @CyntiaBatista78: Amigos Patriotas! Votem lá. Estamos perdendo p/a esquerdalha! Dêem RT,vamos mostrar q ninguém brinca com nosso Preside…']"
813,['RT @dnrxx: o bolsonaro ta acabando com a pobreza matando todos os pobres']
814,"['@edusilvafogo MORO  ARMOU  TUDO,   DESDE   OS  PROCESSOS  DE LULA..É  UM PSICOPATA  PERIGOSO.\nhttps://t.co/oSqUdzjVg1']"
815,['Deus protege os justos 🙌\n#GolpeDeEstado']
816,['RT @BackToTheWar: A Relação Bolsonaro x Moro me lembrou de quando eu era adolescente e tive uma paixão cega por uma garota popular da escol…']
817,"['Na moral, eu acho que devia prender o Lula e o Bolsonaro na mesma cela e dar um reboot na república aí']"
818,"['RT @DanFernandesOMG: @opropriopontes @FriedHardt ""Além das mensagens de WhatsApp, ele apresentou emails e áudios de conversas – dele e de f…']"
819,['#GolpeDeEstado\n#GolpeDeEstadoSTF \nBRASIL ACIMA DE TUDO 🇧🇷 DEUS ACIMA DE TODOS 🙏\nMoro CANALHA INIMIGO DO BRASIL 💪🇧🇷']
820,"['Vivi pra ver direita e esquerda dizer ""Não vai ter golpe"" kkkl']"
821,"['RT @reporterenato: De acordo com uma fonte na PF, terminou há pouco o depoimento do ex-ministro Sergio Moro. Ele detalhou as acusações cont…']"
822,['RT @bolsotroopers: Testemunho de um Brigadeiro sobre o caráter do nosso Presidente Bolsonaro @jairbolsonaro \n#OrePorBolsonaro e pelo nosso…']
823,['RT @carlosjordy: O indivíduo que grava por 15 meses conversas com um aliado bom sujeito não é. Ainda bem que o Presidente Bolsonaro é uma p…']
824,"['RT @rosa_riscala: BDM Online [02.05.20 22:58]\n++ATENÇÃO: Terminou o depoimento de Moro na PF de Curitiba, após mais de 8 horas\n\n++Repórter…']"
825,"['RT @oiIuiz: STF mandou Bolsonaro e Ernesto suspenderem a expulsão de diplomatas venezuelanos a pedido do deputado Paulo Pimenta, do PT.\n\n""E…']"
826,"['RT @conexaopolitica: Bolsonaro lidera corrida para eleições de 2022 em todos os cenários, diz pesquisa https://t.co/54c3EZuBDR']"
827,"[""RT @allantercalivre: 🚨 URGENT: The Brazilian Supreme Court just overturned Bolsonaro's decision and returned the Venezuelan Embassy to the…""]"
